userid,偏好主要影响品格,偏好图书内容主题,偏好图书类型,偏好图书年代,偏好作者国别,主要特别关注,特定定向水平,行为—认知参考,感知到的父母关系,同伴交往主动性,个体家庭亲密度,平静、放松,全面发展—智,全面发展—德,持有的能力可塑信念,心理韧性
343,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",43,3.066666667,15,75,76,28,109,131,51,105
344,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",53,3.333333333,13,55,57,23,89,138,45,101
345,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",64,2.666666667,11,47,65,11,79,115,30,65
346,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",55,3.2,15,65,62,23,119,147,52,112
347,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",49,2.6,3,65,47,18,69,105,34,66
348,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",63,2.733333333,12,47,63,17,83,136,51,89
349,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",63,3,15,75,88,26,124,142,51,107
350,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",37,3,15,75,78,22,104,152,59,131
351,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",53,2.8,15,65,76,21,89,81,38,94
352,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",62,3.2,12,67,55,19,87,104,40,79
353,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1]","[1, 0]","[0, 1, 0, 0, 0, 0]",0,2.8,8,42,41,24,72,97,37,66
354,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",47,2.666666667,15,69,82,22,115,141,53,94
355,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",59,3.4,12,75,84,28,123,151,57,98
356,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[1, 0, 0, 0, 0, 0]",22,2.933333333,15,56,55,17,85,134,47,94
357,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",73,3.2,15,65,79,26,102,126,43,96
358,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",54,3.4,15,48,61,14,101,107,41,85
359,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",68,2.733333333,9,75,49,13,104,141,52,36
360,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",60,3.466666667,15,75,77,26,112,144,59,125
361,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",57,2.8,10,53,45,23,94,105,54,90
362,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",68,3.2,15,70,70,21,87,134,47,90
363,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",48,3.266666667,15,59,67,26,113,143,42,94
364,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",38,2.733333333,14,70,66,26,93,132,44,93
365,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",50,3.4,5,75,85,26,123,142,57,122
366,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",68,3.2,5,72,73,28,111,144,49,82
367,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",52,2.466666667,10,49,46,14,74,99,41,85
368,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",64,3.333333333,14,69,82,26,110,151,47,115
369,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",53,3,15,75,73,22,88,129,38,90
370,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",24,3.4,15,75,84,30,110,128,43,75
371,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",44,3.066666667,15,45,57,16,79,117,46,103
372,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",64,2.866666667,14,68,72,19,108,130,57,97
373,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",57,2.733333333,10,57,57,19,84,109,46,82
374,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,3.133333333,15,73,83,26,105,124,57,115
375,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",56,2.8,4,75,67,24,100,137,50,95
376,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",71,3.733333333,14,75,66,30,99,147,40,103
377,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",38,3.266666667,15,72,69,21,103,143,51,126
378,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",67,2.533333333,9,34,60,12,79,113,37,78
379,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",59,2.6,15,57,81,23,111,149,47,125
380,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",48,3.133333333,12,72,70,28,108,143,63,93
381,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 0, 0, 1, 0]",68,2.933333333,15,75,68,28,109,149,51,104
382,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",78,3.4,15,75,88,25,106,136,51,124
383,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",41,3.4,15,75,79,30,128,148,48,127
384,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",75,2.866666667,11,75,81,27,114,153,48,119
385,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",51,3.266666667,10,45,74,16,94,116,53,94
386,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",66,3.4,15,75,66,26,110,135,49,111
387,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",40,3.066666667,15,64,84,26,117,149,58,119
388,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",62,3,5,59,75,22,92,139,47,94
389,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",47,2.933333333,14,59,74,14,88,125,52,86
390,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 0, 1, 0, 0, 0]",45,2.133333333,0,72,53,21,30,121,36,72
391,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",54,3.4,9,58,64,25,99,143,52,113
392,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",37,1.6,15,15,67,6,63,83,33,76
393,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",25,2.6,12,48,62,16,62,100,41,82
394,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",42,2.466666667,14,66,59,11,91,126,38,92
395,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",45,2.666666667,12,53,70,20,71,110,42,97
396,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",59,2.733333333,15,45,63,0,97,128,34,85
397,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",55,2.266666667,15,58,67,19,88,141,46,100
398,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",73,2.6,15,73,69,23,98,134,48,91
399,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",42,3.066666667,7,59,49,17,95,130,46,96
400,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",37,3.266666667,9,46,61,20,62,91,37,93
401,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",74,3.2,10,72,45,19,78,127,39,72
402,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",52,2.533333333,15,71,72,22,99,140,46,98
403,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",41,2.933333333,11,68,58,15,80,93,33,36
404,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",50,2.866666667,13,52,73,25,98,127,46,94
405,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",63,2.6,12,47,32,14,86,109,43,80
406,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",40,2.533333333,10,62,72,23,90,133,43,93
407,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",45,2.733333333,15,58,67,17,76,113,35,105
408,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",62,2.666666667,8,48,53,13,87,128,39,61
409,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",76,3.333333333,15,75,85,23,110,140,52,115
410,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",45,2.666666667,11,45,65,20,82,110,44,82
411,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",52,2.6,14,46,60,18,82,124,45,85
412,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",52,2.933333333,11,55,54,24,86,131,42,83
413,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",51,3.133333333,15,71,74,24,111,140,55,96
414,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",43,3.2,12,72,79,27,98,133,47,113
415,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",45,2.866666667,14,70,70,22,99,127,49,118
416,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1]","[0, 1, 0, 0, 0, 0]",58,3.2,11,70,64,23,87,131,46,88
417,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",55,2.933333333,0,64,68,20,92,115,40,72
418,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[0, 1, 0, 0, 0, 0]",58,3.333333333,14,69,73,24,98,128,48,96
419,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0]","[1, 0]","[1, 0, 0, 0, 0, 0]",41,3.066666667,12,75,64,24,100,130,49,89
